ID,Name,Dialogue,HasChoice,AcceptDialogue,AcceptID,RejectDialogue,RejectID,Favorability,ImagePath
66,빨강이,그러니까.. 다 거짓말이었다는 거지?,FALSE,,67,,0,0,
67,파랑이,...,FALSE,,68,,0,0,
68,빨강이,그냥 말해주면 돼지 너 진짜 이상하다.,FALSE,,69,,0,0,
69,파랑이,뭐? 모르는 네가 이상한거지 내가 이상하냐? ,FALSE,,70,,0,0,
70,파랑이,너 도대체 어떻게 마음 해결사가 된거야?,FALSE,,71,,0,0,
71,빨강이,뭐라고? 나도 나름 열심히 했거든?,FALSE,,72,,0,0,
72,파랑이,열심히로는 안돼. 잘 해야지.,FALSE,,73,,0,0,
73,빨강이,이게 진짜!,FALSE,,74,,0,0,
74,까망이,싸울 시간 없다! 빨리 착수해,FALSE,,75,,0,0,
75,빨강이,너 진짜 있다가 보자,FALSE,,76,,0,0,
76,파랑이,그러시든가.,FALSE,,-1,,0,0,
77,까망이,생각보다 빠르게 일을 진행시키는군. 잘했다!,FALSE,,78,,0,0,
78,파랑이,특정 장소로 유도하니 감정 불안도가 많이 내려갔습니다.,FALSE,,79,,0,0,
79,파랑이,아마 장소를 단서로 기억을 거슬러 올라가면 실마리가 보일 것 같습니다.,FALSE,,80,,0,0,
80,빨강이,아니거든? 소장님 남자가 엽서를 보더니 많이 안정되어보였어요.,FALSE,,81,,0,0,
81,빨강이,장소보다는 추억이 담긴 물건들을 살펴보는 건 어떨까요?,FALSE,,82,,0,0,
82,파랑이,그 많은 물건들 사이에서 어떻게 기억과 관련된 걸 찾을건데?,FALSE,,83,,0,0,
83,파랑이,장소같이 넓은 범위부터 시작하는 게 맞아.,FALSE,,84,,0,0,
84,빨강이,그렇게 따지면 넓~고 많~은 장소들 사이에서 어떻게 그 장소를 찾을 건데?,FALSE,,85,,0,0,
85,파랑이,인간들을 여러 장소로 유도하며 반응을 살펴야지,FALSE,,86,,0,0,
86,파랑이,물건을 찾더라도 그 장소에서 찾는게 맞지 않을까?,FALSE,,87,,0,0,
87,파랑이,상식적으로? 머리라는 걸로 생각을 좀 해보는게 어때?,FALSE,,88,,0,0,
88,빨강이,이게 진짜! 너 일로 와봐.,FALSE,,89,,0,0,
89,까망이,그만!,FALSE,,90,,0,0,
90,까망이,계속 이런식이면 징계를 내릴 수 밖에 없다!,FALSE,,91,,0,0,
91,까망이,상황이 급한 상황이니 싸움은 나중에 하고 이 빌어먹을 상황이나 해결해!,FALSE,,92,,0,0,
92,빨강이,너 진짜 나중에 보자,FALSE,,93,,0,0,
93,파랑이,아까도 나중에 보자더니 아무 일도 없던데?,FALSE,,94,,0,0,
94,빨강이,너 진짜 지금 일로와 봐.,FALSE,,95,,0,0,
95,까망이,하... 이게 다 집값이 안잡혀서 그래,FALSE,,-1,,0,0,
96,빨강이,어? 이게 왜이래?,FALSE,,97,,0,0,
97,파랑이,감정의 폭주 현상이야! 물러서!,FALSE,,98,,0,0,
98,빨강이,뭐? 그럼 어떻게 해야하는데?,FALSE,,99,,0,0,
99,까망이,이봐! 무슨 일이야?,FALSE,,100,,0,0,
100,파랑이,폭주 현상입니다!,FALSE,,101,,0,0,
101,까망이,젠장! 현상 범위는 어떻게되나?,FALSE,,102,,0,0,
102,파랑이,아직 전역으로 퍼지진 않았습니다!,FALSE,,103,,0,0,
103,까망이,현지 대응 가능한 요원 있나?,FALSE,,104,,0,0,
104,,...,FALSE,,105,,0,0,
105,까망이,어쩔 수 없군 이봐 인턴들!,FALSE,,106,,0,0,
106,빨강이,넵!,FALSE,,107,,0,0,
107,까망이,지금 대응 가능한 요원들이 없다! 자네들끼리 해결할 수 있겠나?,FALSE,,108,,0,0,
108,파랑이,저희들끼리는 무리입니다.,FALSE,,109,,0,0,
109,까망이,어쩔 수 없다. 너희들끼리 할 수 밖에 없어.,FALSE,,110,,0,0,
110,빨강이,어떻게 해야 하나요?,FALSE,,111,,0,0,
111,까망이,저 둘의 기억 속으로 뛰어들어 감정을 진정시켜야 해.,FALSE,,112,,0,0,
112,빨강이,...,FALSE,,113,,0,0,
113,빨강이,해보겠습니다!,FALSE,,114,,0,0,
114,파랑이,"야, 그렇게 쉬운 일이 아니야 그렇게 함부로...",FALSE,,115,,0,0,
115,빨강이,그럼 어떡해? 우리 밖에 없다는 데 우리가 해야지!,FALSE,,116,,0,0,
116,파랑이,그건 그렇지만...,FALSE,,117,,0,0,
117,빨강이,해야만 해... 할 수 밖에 없어!,FALSE,,118,,0,0,
118,파랑이,나는...,FALSE,,119,,0,0,
119,빨강이,할 수 있어! 날 믿어!,FALSE,,120,,0,0,
120,까망이,"고맙네... 하나 명심해야 할 것은. 저 곳에 들어가면 바깥과는 완전히 차단되네, 결국 저 둘의 기억 속으로 들어가는 거니까.",FALSE,,121,,0,0,
121,빨강이,알겠습니다... 가자!,FALSE,,122,,0,0,
122,파랑이,그래.,FALSE,,-1,,0,0,
