ID,Name,Dialogue,HasChoice,AcceptDialogue,AcceptID,RejectDialogue,RejectID,Favorability,ImagePath
22,까망이,아무튼 교육을 시작하지! 잘 따라올 수 있도록.,FALSE,,23,,0,0,
23,빨강이,넵!,FALSE,,-1,,0,0,
24,까망이,자! 이곳이 인간의 기억을 들여다 볼 수 있는 곳이다.,FALSE,,25,,0,0,
25,빨강이,뭐가 굉장히 많네요,FALSE,,26,,0,0,
26,까망이,저 끝이 보이나?,FALSE,,27,,0,0,
27,빨강이,넵 보입니다!,FALSE,,28,,0,0,
28,까망이,저기가 바로 우리가 도달해야 할 곳이다.,FALSE,,29,,0,0,
29,까망이,인간이 막아놓은 기억의 길을 전부 살펴야 우리가 어떤 감정을 느꼈는지 알고 해결을 할 수 있겠지?,FALSE,,30,,0,0,
30,빨강이,넵!,FALSE,,31,,0,0,
31,까망이,대답 하나는 기똥차구만.,FALSE,,32,,0,0,
32,빨강이,헤헤헤... 감사합니다! 그런 이야기 많이 듣습니다!,FALSE,,33,,0,0,
33,파랑이,(칭찬아닌거 같은데...),FALSE,,34,,0,0,
34,까망이,흠흠. 저 곳에 도달하기 위해선 인간이 잠재의식으로 막아 놓은 길을 뚫어야 한다!,FALSE,,35,,0,0,
35,까망이,저 잠재의식들은 인간의 성격과 기억의 종류에 따라 형태가 다를 수 있다.,FALSE,,36,,0,0,
36,까망이,백문이 불여일견! 직접 한번 해봐라!,FALSE,,37,,0,0,
37,빨강이,바로 시작하나요?,FALSE,,38,,0,0,
38,까망이,왜 자신 없나?,FALSE,,39,,0,0,
39,빨강이,아닙니다! 바로 실시하겠습니다!,FALSE,,-1,,0,0,
40,까망이,음! 생각보단 훌룡하군.,FALSE,,41,,0,0,
41,빨강이,제가 좀 실전에 강합니다!,FALSE,,42,,0,0,
42,까망이,좋아 좋아. 하지만 알고 있겠지? 진짜 실전은 지금부터 라는 것을!,FALSE,,43,,0,0,
43,빨강이,그렇습니다!,FALSE,,44,,,0,
44,까망이,좋아 상황이 상황인 만큼 너희들은 바로 출발해야 한다!,FALSE,,45,,0,0,
45,파랑이,인턴 요원은 사수 분과 함께 출동하는 걸로 알고 있습니다. 그 분들은 어디 계시나요?,FALSE,,46,,0,0,
46,파랑이,흠흠... 요즘 인간 세계가 워낙 흉흉해서 현재 모든 요원들이 출격한 상황이다.,FALSE,,47,,0,0,
47,빨강이,그럼 저희끼리 출동하나요?,FALSE,,48,,0,0,
48,까망이,그래! 너흰 할 수 있다!.,FALSE,,49,,0,0,
49,파랑이,좋습니다. 그것까지는 이해하겠습니다. 하지만 최소한 제대로 된 인턴과 출동하게 해주십시오.,FALSE,,50,,0,0,
50,빨강이,뭐? 이거 지금 나 무시한거지?,FALSE,,51,,0,0,
51,파랑이,기본적인 것조차 모르는 요원과 출동했다가는 비상시 제대로 대처할 수 없습니다!,FALSE,,52,,0,0,
52,까망이,그건 걱정마라! 내가 무선으로 지원할테니.,FALSE,,53,,0,0,
53,까망이,특별한 상황이 아니면 위험하지는 않을거다.,FALSE,,54,,0,0,
54,빨강이,그럼 특별한 상황에는 위험한가요?,FALSE,,55,,0,0,
55,까망이,당연...,FALSE,,56,,0,0,
56,까망이,아니 그럴 일은 없다! 우리 일은 전혀 위험하지 않다.,FALSE,,57,,0,0,
57,빨강이,하지만 아까 부정적인 기운에 계속 노출되면....,FALSE,,58,,0,0,
58,까망이,시끄럽다! 뭔 말이 그렇게 많나 겁먹었나?,FALSE,,59,,0,0,
59,빨강이,아닙니다!,FALSE,,60,,0,0,
60,까망이,좋아! 그럼 바로 출동해!,FALSE,,61,,0,0,
61,빨강이,옛썰!,FALSE,,62,,0,0,
62,파랑이,하지만...,FALSE,,63,,0,0,
63,까망이,출동!!!!,FALSE,,64,,0,0,
64,파랑이,...,FALSE,,65,,0,0,
65,빨강이,뭐야... 잘난 척은 잔뜩 하더니 겁 먹었나봐?,FALSE,,66,,0,0,
66,파랑이,뭐? 알지도 못하는게. 만약 폭주 현상이 일어난...,FALSE,,67,,0,0,
67,빨강이,겁먹었으면 겁먹었다고 이야기해. 내가 옆에서 도와줄게,FALSE,,68,,0,0,
68,파랑이,이게 진짜. 넌 이 일이 얼마나 위험한지 알고는 있는거야?,FALSE,,69,,0,0,
69,빨강이,겁먹었데요~ 겁먹었데요~,FALSE,,70,,0,0,
70,파랑이,난 겁 안먹었어!,FALSE,,71,,0,0,
71,빨강이,겁 먹었으면 넌 여기 있어. 나 혼자 갈테니,FALSE,,72,,0,0,
72,파랑이,야! 기다려 너 진짜..,FALSE,,73,,0,0,
73,까망이,하... 이게 다 집 값이 안잡혀서 그래.,FALSE,,-1,,0,0,
74,,,,,,,,,
75,,,,,,,,,
76,,,,,,,,,
77,,,,,,,,,
78,,,,,,,,,
79,,,,,,,,,
80,,,,,,,,,
81,,,,,,,,,
82,,,,,,,,,
83,,,,,,,,,
84,,,,,,,,,
85,,,,,,,,,
86,,,,,,,,,
87,,,,,,,,,
88,,,,,,,,,
89,,,,,,,,,
90,,,,,,,,,
91,,,,,,,,,
92,,,,,,,,,
93,,,,,,,,,
94,,,,,,,,,
95,,,,,,,,,
96,,,,,,,,,
97,,,,,,,,,
98,,,,,,,,,
99,,,,,,,,,
100,,,,,,,,,
101,,,,,,,,,
102,,,,,,,,,
103,,,,,,,,,
104,,,,,,,,,
105,,,,,,,,,
106,,,,,,,,,
107,,,,,,,,,
108,,,,,,,,,
109,,,,,,,,,
110,,,,,,,,,
111,,,,,,,,,
112,,,,,,,,,
113,,,,,,,,,
114,,,,,,,,,
115,,,,,,,,,
116,,,,,,,,,
117,,,,,,,,,
118,,,,,,,,,
119,,,,,,,,,
120,,,,,,,,,
121,,,,,,,,,
122,,,,,,,,,
123,,,,,,,,,
124,,,,,,,,,
125,,,,,,,,,
126,,,,,,,,,
127,,,,,,,,,
128,,,,,,,,,
129,,,,,,,,,
130,,,,,,,,,
